2017;9;1;1;4.50E+01
2017;9;1;2;4.50E+01
2017;9;1;3;4.50E+01
2017;9;1;4;4.50E+01
2017;9;1;5;4.50E+01
2017;9;1;6;4.50E+01
2017;9;1;7;4.50E+01
2017;9;1;8;4.50E+01
2017;9;1;9;4.50E+01
2017;9;1;10;4.50E+01
2017;9;1;11;4.50E+01
2017;9;1;12;4.50E+01
2017;9;1;13;4.50E+01
2017;9;1;14;4.50E+01
2017;9;1;15;4.50E+01
2017;9;1;16;4.50E+01
2017;9;1;17;4.50E+01
2017;9;1;18;4.50E+01
2017;9;1;19;4.50E+01
2017;9;1;20;4.50E+01
2017;9;1;21;4.50E+01
2017;9;1;22;4.50E+01
2017;9;1;23;4.50E+01
2017;9;1;24;4.50E+01
2017;9;2;1;4.50E+01
2017;9;2;2;4.50E+01
2017;9;2;3;4.50E+01
2017;9;2;4;4.50E+01
2017;9;2;5;4.50E+01
2017;9;2;6;4.50E+01
2017;9;2;7;4.50E+01
2017;9;2;8;4.50E+01
2017;9;2;9;4.50E+01
2017;9;2;10;4.50E+01
2017;9;2;11;4.50E+01
2017;9;2;12;4.50E+01
2017;9;2;13;4.50E+01
2017;9;2;14;4.50E+01
2017;9;2;15;4.50E+01
2017;9;2;16;4.50E+01
2017;9;2;17;4.50E+01
2017;9;2;18;4.50E+01
2017;9;2;19;4.50E+01
2017;9;2;20;4.50E+01
2017;9;2;21;4.50E+01
2017;9;2;22;4.50E+01
2017;9;2;23;4.50E+01
2017;9;2;24;4.50E+01
2017;9;3;1;4.50E+01
2017;9;3;2;4.50E+01
2017;9;3;3;4.50E+01
2017;9;3;4;4.50E+01
2017;9;3;5;4.50E+01
2017;9;3;6;4.50E+01
2017;9;3;7;4.50E+01
2017;9;3;8;4.50E+01
2017;9;3;9;4.50E+01
2017;9;3;10;4.50E+01
2017;9;3;11;4.50E+01
2017;9;3;12;4.50E+01
2017;9;3;13;4.50E+01
2017;9;3;14;3.99E+01
2017;9;3;15;4.35E+01
2017;9;3;16;3.73E+01
2017;9;3;17;4.50E+01
2017;9;3;18;4.50E+01
2017;9;3;19;4.50E+01
2017;9;3;20;4.50E+01
2017;9;3;21;4.50E+01
2017;9;3;22;4.50E+01
2017;9;3;23;4.50E+01
2017;9;3;24;4.50E+01
2017;9;4;1;4.50E+01
2017;9;3;2;4.50E+01
2017;9;3;3;4.50E+01
2017;9;3;4;4.50E+01
2017;9;3;5;4.50E+01
2017;9;3;6;4.50E+01
2017;9;3;7;4.50E+01
2017;9;3;8;4.50E+01
2017;9;3;9;4.50E+01
2017;9;3;10;4.50E+01
2017;9;3;11;4.17E+01
2017;9;3;12;4.50E+01
2017;9;3;13;4.50E+01
2017;9;3;14;4.50E+01
2017;9;3;15;4.50E+01
2017;9;3;16;3.34E+01
2017;9;3;17;3.70E+01
2017;9;3;18;4.50E+01
2017;9;3;19;4.50E+01
2017;9;3;20;4.50E+01
2017;9;3;21;4.50E+01
2017;9;3;22;4.50E+01
2017;9;3;23;4.50E+01
2017;9;3;24;4.50E+01
2017;9;5;1;4.50E+01
2017;9;5;2;4.50E+01
2017;9;5;3;4.50E+01
2017;9;5;4;4.50E+01
2017;9;5;5;4.50E+01
2017;9;5;6;4.50E+01
2017;9;5;7;4.50E+01
2017;9;5;8;4.50E+01
2017;9;5;9;4.50E+01
2017;9;5;10;4.47E+01
2017;9;5;11;4.50E+01
2017;9;5;12;4.50E+01
2017;9;5;13;4.50E+01
2017;9;5;14;4.50E+01
2017;9;5;15;4.50E+01
2017;9;5;16;4.50E+01
2017;9;5;17;4.50E+01
2017;9;5;18;4.50E+01
2017;9;5;19;4.50E+01
2017;9;5;20;4.50E+01
2017;9;5;21;4.50E+01
2017;9;5;22;4.50E+01
2017;9;5;23;4.50E+01
2017;9;5;24;4.50E+01
2017;9;6;1;4.50E+01
2017;9;6;2;4.50E+01
2017;9;6;3;4.50E+01
2017;9;6;4;4.50E+01
